accession	length	begin	end	type	collection_date	country	host	mol_type	strain	pubmed	organism	location_details	host_details	country_code	continent	sub-region	region	int-region	location	host_type
KY785484	10272	0	10272	Asian	06-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785483	8804	285	9089	Asian	07-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785481	9989	0	9989	Asian	12-Apr-2016	Puerto Rico	Homo sapiens	genomic RNA		28538734	Zika virus			PRI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785480	10008	264	10272	Asian	30-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785479	10272	0	10272	Asian	30-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785477	9394	267	9661	Asian	09-Jun-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander		COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785476	10272	0	10272	Asian	18-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785475	10272	0	10272	Asian	07-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785474	10272	0	10272	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY785473	10003	0	10003	Asian	15-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785472	10272	0	10272	Asian	20-Sep-2016	USA	Aedes aegypti	genomic RNA		28538734	Zika virus	Miami, FL		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY785471	10113	0	10113	Asian	03-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785470	10272	0	10272	Asian	18-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785469	10272	0	10272	Asian	05-Apr-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander		COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785468	10272	0	10272	Asian	05-Oct-2016	USA	Aedes aegypti	genomic RNA		28538734	Zika virus	Miami, FL		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY785466	10272	0	10272	Asian	28-Apr-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander		COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785465	10272	0	10272	Asian	07-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785464	10272	0	10272	Asian	13-Apr-2016	Puerto Rico	Homo sapiens	genomic RNA		28538734	Zika virus			PRI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785463	10272	0	10272	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785462	10272	0	10272	Asian	26-Jun-2016	Puerto Rico	Homo sapiens	genomic RNA		28538734	Zika virus			PRI	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785461	10272	0	10272	Asian	31-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785460	9382	285	9667	Asian	30-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785459	10272	0	10272	Asian	15-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus			USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY785458	9990	282	10272	Asian	10-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785457	10272	0	10272	Asian	01-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY785456	10272	0	10272	Asian	15-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785455	10272	0	10272	Asian	06-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785454	8514	264	8778	Asian	05-Aug-2016		Homo sapiens	genomic RNA		28538734	Zika virus									human
KY785453	10272	0	10272	Asian	10-May-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785452	10272	0	10272	Asian	07-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785451	10272	0	10272	Asian	22-Mar-2016	Martinique	Homo sapiens	genomic RNA		28538734	Zika virus			MTQ	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785450	10272	0	10272	Asian	12-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785449	10272	0	10272	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785448	10272	0	10272	Asian	10-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785447	10272	0	10272	Asian	22-Sep-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785446	10008	264	10272	Asian	22-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785445	10272	0	10272	Asian	19-Jul-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY785444	10272	0	10272	Asian	31-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785443	10008	264	10272	Asian	01-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY785442	10272	0	10272	Asian	04-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785441	10272	0	10272	Asian	13-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785439	10272	0	10272	Asian	08-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785438	8475	1797	10272	Asian	26-Sep-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus			JAM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785437	10272	0	10272	Asian	14-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785436	10008	264	10272	Asian	15-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785435	10272	0	10272	Asian	07-Jul-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785434	9377	0	9377	Asian	17-Aug-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785433	10272	0	10272	Asian	08-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785432	10272	0	10272	Asian	12-Oct-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus			JAM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785431	10008	264	10272	Asian	13-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785430	10272	0	10272	Asian	28-Sep-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus			JAM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785429	10272	0	10272	Asian	14-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785428	9708	564	10272	Asian	13-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785427	10272	0	10272	Asian	30-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785426	10272	0	10272	Asian	04-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785425	10008	264	10272	Asian	04-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785424	10272	0	10272	Asian	10-Jul-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus			JAM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785423	10272	0	10272	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785422	10272	0	10272	Asian	09-Sep-2016	USA	Aedes aegypti	genomic RNA		28538734	Zika virus	Miami, FL		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY785420	10272	0	10272	Asian	18-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785419	10272	0	10272	Asian	13-Jun-2016	Jamaica	Homo sapiens	genomic RNA		28538734	Zika virus			JAM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785418	10272	0	10272	Asian	13-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785417	10272	0	10272	Asian	06-Apr-2016	Colombia	Homo sapiens	genomic RNA		28538734	Zika virus	Santander		COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785416	10008	264	10272	Asian	28-Apr-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785415	10272	0	10272	Asian	11-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785414	10272	0	10272	Asian	28-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY785413	10272	0	10272	Asian	06-Oct-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus			DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY785412	10272	0	10272	Asian	22-Jul-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY785410	10272	0	10272	Asian	27-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY785409	8778	0	8778	Asian	04-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014302	10272	0	10272	Asian	21-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014318	10272	0	10272	Asian	27-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014327	10272	0	10272	Asian	09-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY014325	10272	0	10272	Asian	02-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY014324	10272	0	10272	Asian	22-Aug-2016	USA	Aedes aegypti	genomic RNA		28538734	Zika virus	Miami, FL		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY014323	10272	0	10272	Asian	23-Aug-2016	USA	Aedes aegypti	genomic RNA		28538734	Zika virus	Miami, FL		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY014322	10272	0	10272	Asian	23-Aug-2016	USA	Aedes aegypti	genomic RNA		28538734	Zika virus	Miami, FL		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY014321	10272	0	10272	Asian	11-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014320	10272	0	10272	Asian	23-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014319	10272	0	10272	Asian	30-Apr-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY014317	10272	0	10272	Asian	21-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014316	10272	0	10272	Asian	17-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY014315	10272	0	10272	Asian	06-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY014314	10272	0	10272	Asian	14-Jun-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014313	10272	0	10272	Asian	05-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014312	10272	0	10272	Asian	13-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY014310	10272	0	10272	Asian	09-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY014308	10272	0	10272	Asian	23-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014307	10272	0	10272	Asian	28-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014306	10272	0	10272	Asian	10-Jun-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY014305	10272	0	10272	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014304	10272	0	10272	Asian	18-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014303	10272	0	10272	Asian	11-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014301	10272	0	10272	Asian	13-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014300	10272	0	10272	Asian	20-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional		DOM	Americas	Latin America and the Caribbean	Americas	Caribbean	Caribbean	human
KY014299	10272	0	10272	Asian	04-Sep-2016	USA	Aedes aegypti	genomic RNA		28538734	Zika virus	Miami, FL		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY014297	10272	0	10272	Asian	12-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014296	10272	0	10272	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014295	10272	0	10272	Asian	22-Jun-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY014326	10272	0	10272	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY014311	9197	0	9197	Asian	12-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan		HND	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY014309	9989	0	9989	Asian	28-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY014298	10272	0	10272	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
MF352141	10272	0	10272	Asian	13-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Pernambuco		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
MF167360	10272	0	10272	Asian	26-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus			CHN	Asia	Eastern Asia	Asia	Eastern Asia	Eastern Asia	human
KY817930	10272	0	10272	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA		28538727	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY559032	10272	0	10272	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA		28538727	Zika virus	Rio de Janeiro		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY558989	9997	0	9997	Asian	23-Feb-2015	Brazil	Homo sapiens	genomic RNA		28538727	Zika virus	Joao Camara, Rio Grande do Norte		BRA	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY606271	10212	60	10272	Asian	05-Mar-2016	Mexico	Homo sapiens	genomic RNA		28538727	Zika virus	Chiapas		MEX	Americas	Latin America and the Caribbean	Americas	Central America	Central America	human
KY348640	10272	0	10272	Asian	22-Jan-2016	Suriname	Homo sapiens	genomic RNA	SL1602	28539654	Zika virus			SUR	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY075939	10272	0	10272	Asian	2016-10-05	USA	Aedes aegypti	genomic RNA		28538723	Zika virus	Florida, Miami Beach		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY317940	10272	0	10272	Asian	09-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY317939	10272	0	10272	Asian	06-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY317938	10272	0	10272	Asian	10-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY317937	10272	0	10272	Asian	07-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY317936	10272	0	10272	Asian	16-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus			COL	Americas	Latin America and the Caribbean	Americas	South America	South America	human
KY325479	10272	0	10272	Asian	28-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325478	10194	78	10272	Asian	26-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325477	10272	0	10272	Asian	03-Oct-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325476	10272	0	10272	Asian	11-Oct-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325475	9981	219	10200	Asian	05-Oct-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325474	10155	30	10185	Asian	13-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325473	10272	0	10272	Asian	31-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325472	10272	0	10272	Asian	23-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325471	10272	0	10272	Asian	08-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325470	10064	150	10214	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325469	10272	0	10272	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325468	10272	0	10272	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325467	10272	0	10272	Asian	29-Jul-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325466	10272	0	10272	Asian	28-Jul-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325465	10272	0	10272	Asian	28-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY325464	10272	0	10272	Asian	19-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY075938	10272	0	10272	Asian	2016-09-20	USA	Aedes aegypti	genomic RNA		28538723	Zika virus	Florida, Miami Beach		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY075937	10272	0	10272	Asian	2016-09-09	USA	Aedes aegypti	genomic RNA		28538723	Zika virus	Florida, Miami Beach		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KY075936	10272	0	10272	Asian	2016-08-04	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida, Miami-Dade County		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY075935	10272	0	10272	Asian	2016-07-16	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida, Miami-Dade County		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY075934	10272	0	10272	Asian	2016-07-03	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY075933	10272	0	10272	Asian	2016-06-21	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KY075932	10272	0	10272	Asian	2016-03-22	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KX842449	10272	0	10272	Asian	22-Jun-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KX838906	10272	0	10272	Asian	23-Aug-2016	USA	Aedes aegypti	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KX838905	10272	0	10272	Asian	23-Aug-2016	USA	Aedes aegypti	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KX838904	10272	0	10272	Asian	22-Aug-2016	USA	Aedes aegypti	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KX922708	10272	0	10272	Asian	04-Sep-2016	USA	Aedes aegypti	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	mosquito
KX922707	10272	0	10272	Asian	17-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KX922706	10272	0	10272	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
KX922705	10272	0	10272	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida		USA	Americas	Northern America	Americas	Northern America	Northern America	human
