accession	length	begin	end	type	collection_date	country	host	mol_type	strain	pubmed	organism	location_details	host_details
KY014305	10272.0	108.0	10379.0	Asian	05-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014304	10272.0	108.0	10379.0	Asian	18-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014303	10272.0	108.0	10379.0	Asian	11-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014301	10272.0	108.0	10379.0	Asian	13-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014300	10272.0	108.0	10379.0	Asian	20-Apr-2016	Dominican Republic	Homo sapiens	genomic RNA		28538734	Zika virus	Distrito Nacional	
KY014297	10272.0	108.0	10379.0	Asian	12-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014296	10272.0	108.0	10379.0	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014295	10272.0	108.0	10379.0	Asian	22-Jun-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY014326	10272.0	108.0	10379.0	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
KY014311	9197.0	108.0	9304.0	Asian	12-May-2016	Honduras	Homo sapiens	genomic RNA		28538734	Zika virus	Francisco Morazan	
KY014309	9989.0	108.0	10096.0	Asian	28-Mar-2016	Brazil	Homo sapiens	genomic RNA		28538734	Zika virus	Rio de Janeiro	
KY014298	10272.0	108.0	10379.0	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538734	Zika virus	Florida	
MF352141	10272.0	108.0	10379.0	Asian	13-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Pernambuco	
MF167360	10272.0	108.0	10379.0	Asian	26-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KY817930	10272.0	108.0	10379.0	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA		28538727	Zika virus	Rio de Janeiro	
KY559032	10272.0	108.0	10379.0	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA		28538727	Zika virus	Rio de Janeiro	
KY558989	9997.0	108.0	10104.0	Asian	23-Feb-2015	Brazil	Homo sapiens	genomic RNA		28538727	Zika virus	Joao Camara, Rio Grande do Norte	
KY606271	10212.0	168.0	10379.0	Asian	05-Mar-2016	Mexico	Homo sapiens	genomic RNA		28538727	Zika virus	Chiapas	
KY348640	10272.0	108.0	10379.0	Asian	22-Jan-2016	Suriname	Homo sapiens	genomic RNA	SL1602	28539654	Zika virus		
KY317940	10272.0	108.0	10379.0	Asian	09-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus		
KY317939	10272.0	108.0	10379.0	Asian	06-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus		
KY317938	10272.0	108.0	10379.0	Asian	10-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus		
KY317937	10272.0	108.0	10379.0	Asian	07-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus		
KY317936	10272.0	108.0	10379.0	Asian	16-Jan-2016	Colombia	Homo sapiens	genomic RNA		28538739	Zika virus		
KY325479	10272.0	108.0	10379.0	Asian	28-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325478	10194.0	186.0	10379.0	Asian	26-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325477	10272.0	108.0	10379.0	Asian	03-Oct-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325476	10272.0	108.0	10379.0	Asian	11-Oct-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325475	9981.0	327.0	10307.0	Asian	05-Oct-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325474	10155.0	138.0	10292.0	Asian	13-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325473	10272.0	108.0	10379.0	Asian	31-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325472	10272.0	108.0	10379.0	Asian	23-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325471	10272.0	108.0	10379.0	Asian	08-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325470	10064.0	258.0	10321.0	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325469	10272.0	108.0	10379.0	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325468	10272.0	108.0	10379.0	Asian	04-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325467	10272.0	108.0	10379.0	Asian	29-Jul-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325466	10272.0	108.0	10379.0	Asian	28-Jul-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325465	10272.0	108.0	10379.0	Asian	28-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY325464	10272.0	108.0	10379.0	Asian	19-Sep-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY075936	10272.0	108.0	10379.0	Asian	2016-08-04	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida, Miami-Dade County	
KY075935	10272.0	108.0	10379.0	Asian	2016-07-16	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida, Miami-Dade County	
KY075934	10272.0	108.0	10379.0	Asian	2016-07-03	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY075933	10272.0	108.0	10379.0	Asian	2016-06-21	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KY075932	10272.0	108.0	10379.0	Asian	2016-03-22	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KX842449	10272.0	108.0	10379.0	Asian	22-Jun-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida	
KX922707	10272.0	108.0	10379.0	Asian	17-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Florida	
KX922706	10272.0	108.0	10379.0	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida	
KX922705	10272.0	108.0	10379.0	Asian	05-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida	
KX922704	10272.0	108.0	10379.0	Asian	02-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida	
KX922703	10272.0	108.0	10379.0	Asian	19-Jul-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida	
KX832731	10272.0	108.0	10379.0	Asian	24-Aug-2016	USA	Homo sapiens	genomic RNA		28538723	Zika virus	Miami, Florida	
KY415991	10272.0	108.0	10379.0	Asian	24-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus		
KY415990	10272.0	108.0	10379.0	Asian	02-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus		
KY415989	10272.0	108.0	10379.0	Asian	10-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus		
KY415988	10272.0	108.0	10379.0	Asian	05-Jun-2014	Haiti	Homo sapiens	genomic RNA			Zika virus		
KY415987	10272.0	108.0	10379.0	Asian	29-May-2014	Haiti	Homo sapiens	genomic RNA			Zika virus		
KY415986	10272.0	108.0	10379.0	Asian	29-May-2014	Haiti	Homo sapiens	genomic RNA			Zika virus		
MF098771	10272.0	108.0	10379.0	Asian	30-Jan-2017	Russia	Homo sapiens	genomic RNA			Zika virus		
MF098770	9542.0	108.0	9649.0	Asian	09-Nov-2016	Russia	Homo sapiens	genomic RNA			Zika virus		
MF098769	10272.0	108.0	10379.0	Asian	25-Aug-2016	Russia	Homo sapiens	genomic RNA			Zika virus		
MF098768	10272.0	108.0	10379.0	Asian	25-Aug-2016	Russia	Homo sapiens	genomic RNA			Zika virus		
MF098767	10036.0	108.0	10143.0	Asian	25-Jul-2016	Russia	Homo sapiens	genomic RNA			Zika virus		
MF098766	10272.0	108.0	10379.0	Asian	31-May-2016	Russia	Homo sapiens	genomic RNA			Zika virus		
MF098765	10010.0	108.0	10117.0	Asian	23-May-2016	Russia	Homo sapiens	genomic RNA			Zika virus		
MF098764	10010.0	108.0	10117.0	Asian	11-May-2016	Russia	Homo sapiens	genomic RNA			Zika virus		
KY559031	10272.0	108.0	10379.0	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro	
KY559030	10019.0	108.0	10126.0	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro	
KY559029	9418.0	360.0	9777.0	Asian	Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro	
KY559027	10272.0	108.0	10379.0	Asian	16-Feb-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de Janeiro	
KY559026	9996.0	384.0	10379.0	Asian	15-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de janeiro	
KY559025	9996.0	384.0	10379.0	Asian	15-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Rio de janeiro	
KY559024	10272.0	108.0	10379.0	Asian	03-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins	
KY559023	10272.0	108.0	10379.0	Asian	22-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins	
KY559022	9648.0	108.0	9755.0	Asian	13-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins	
KY559021	10272.0	108.0	10379.0	Asian	10-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins	
KY559020	9366.0	108.0	9473.0	Asian	07-Mar-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Palmas, Tocantins	
KY559019	10272.0	108.0	10379.0	Asian	24-May-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Araguaina, Tocantins	
KY559018	10272.0	108.0	10379.0	Asian	25-Feb-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Porto Nacional, Tocantins	
KY559017	10272.0	108.0	10379.0	Asian	19-May-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559016	9648.0	108.0	9755.0	Asian	25-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559015	10272.0	108.0	10379.0	Asian	24-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559014	10272.0	108.0	10379.0	Asian	24-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559013	10272.0	108.0	10379.0	Asian	24-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559012	10272.0	108.0	10379.0	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559011	10272.0	108.0	10379.0	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559010	10272.0	108.0	10379.0	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559009	10272.0	108.0	10379.0	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559008	9648.0	108.0	9755.0	Asian	19-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559007	10272.0	108.0	10379.0	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559006	10272.0	108.0	10379.0	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559005	10272.0	108.0	10379.0	Asian	18-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Ribeirao Preto, Sao Paulo	
KY559004	10272.0	108.0	10379.0	Asian	16-Apr-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Feira de Santana, Bahia	
KY559003	10272.0	108.0	10379.0	Asian	28-Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Arapiraca, Alagoas	
KY559002	8766.0	108.0	8873.0	Asian	09-Sep-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Maceio, Alagoas	
KY559001	10272.0	108.0	10379.0	Asian	20-Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Murici, Alagoas	
KY559000	9648.0	108.0	9755.0	Asian	09-Aug-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco	
KY558999	10272.0	108.0	10379.0	Asian	10-Jul-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Olinda, Pernambuco	
KY558998	9648.0	108.0	9755.0	Asian	15-Jun-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco	
KY558997	9372.0	384.0	9755.0	Asian	14-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Olinda, Pernambuco	
KY558996	9997.0	108.0	10104.0	Asian	13-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco	
KY558995	9997.0	108.0	10104.0	Asian	13-May-2015	Brazil	Homo sapiens	genomic RNA			Zika virus	Paulista, Pernambuco	
KY558994	9648.0	108.0	9755.0	Asian	18-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Limoeiro, Pernambuco	
KY558993	8766.0	108.0	8873.0	Asian	18-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Sanharo, Pernambuco	
KY558992	9366.0	108.0	9473.0	Asian	06-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Caetes, Pernambuco	
KY558991	9090.0	384.0	9473.0	Asian	19-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Garanhuns, Pernambuco	
KY558990	8766.0	108.0	8873.0	Asian	15-Jan-2016	Brazil	Homo sapiens	genomic RNA			Zika virus	Recife, Pernambuco	
KY241788	10272.0	108.0	10379.0	Asian	13-May-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241773	10272.0	108.0	10379.0	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241772	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241771	10272.0	108.0	10379.0	Asian	02-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241770	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241769	10272.0	366.0	10379.0	Asian	10-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241768	10272.0	108.0	10379.0	Asian	31-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241767	10272.0	108.0	10379.0	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241766	10272.0	108.0	10379.0	Asian	15-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241765	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241764	10272.0	108.0	10379.0	Asian	31-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241763	10272.0	108.0	10379.0	Asian	02-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241762	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241761	10272.0	108.0	10379.0	Asian	03-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241760	10272.0	108.0	10379.0	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241759	10272.0	108.0	10379.0	Asian	02-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241758	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241757	10272.0	108.0	10379.0	Asian	12-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241756	10272.0	108.0	10379.0	Asian	05-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241755	10272.0	108.0	10379.0	Asian	31-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241754	10272.0	108.0	10379.0	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241753	10272.0	108.0	10379.0	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241752	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241751	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241750	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241749	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241748	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241747	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241746	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241745	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241744	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241743	10272.0	108.0	10379.0	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241742	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241741	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241740	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241739	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241738	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241737	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241736	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241735	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241734	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241733	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241732	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241731	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241730	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241729	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241728	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241727	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241726	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241725	10272.0	108.0	10379.0	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241724	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241723	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241722	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241721	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241720	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241719	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241718	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241717	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241716	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241715	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241714	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241713	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241712	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241711	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241710	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241709	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241708	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241707	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241706	10272.0	108.0	10379.0	Asian	28-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241705	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241704	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241703	10272.0	108.0	10379.0	Asian	29-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241702	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241701	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241700	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241699	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241698	10272.0	108.0	10379.0	Asian	26-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241697	10272.0	108.0	10379.0	Asian	27-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241696	10272.0	108.0	10379.0	Asian	30-Aug-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241695	10272.0	108.0	10379.0	Asian	20-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241694	10272.0	108.0	10379.0	Asian	19-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241693	10272.0	108.0	10379.0	Asian	15-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241692	10272.0	108.0	10379.0	Asian	14-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241691	10272.0	108.0	10379.0	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241690	10272.0	108.0	10379.0	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241689	10272.0	108.0	10379.0	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241688	10272.0	130.0	10379.0	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241687	10272.0	108.0	10379.0	Asian	13-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241686	10272.0	108.0	10379.0	Asian	12-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241685	10272.0	108.0	10379.0	Asian	12-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241684	10272.0	108.0	10379.0	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241683	10272.0	108.0	10379.0	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241682	10272.0	108.0	10379.0	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241681	10272.0	108.0	10379.0	Asian	08-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241680	10272.0	108.0	10379.0	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241679	10272.0	108.0	10379.0	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241678	10272.0	108.0	10379.0	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241677	10272.0	108.0	10379.0	Asian	07-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241676	10272.0	108.0	10379.0	Asian	06-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241675	10272.0	108.0	10379.0	Asian	06-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241674	10272.0	108.0	10379.0	Asian	05-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241673	10272.0	108.0	10379.0	Asian	04-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
KY241671	10272.0	108.0	10379.0	Asian	04-Sep-2016	Singapore	Homo sapiens	genomic RNA			Zika virus		
MF036115	10272.0	108.0	10379.0	Asian	02-Nov-2016	China	Homo sapiens	genomic RNA	Zika virus/Homo sapiens/ZIKV-CCMU01/2016		Zika virus		
KY989971	10272.0	108.0	10379.0	Asian	Dec-2015	Colombia	Homo sapiens	genomic RNA			Zika virus		
KY967711	10272.0	108.0	10379.0	Asian	01-Nov-2016	China	Homo sapiens	genomic RNA			Zika virus		
KX051562	10272.0	108.0	10379.0	Asian	16-Jan-2015	Thailand	Homo sapiens	genomic RNA			Zika virus		
KX051561	10272.0	108.0	10379.0	Asian	21-Sep-2013	Thailand	Homo sapiens	genomic RNA			Zika virus		
KX051560	10272.0	108.0	10379.0	Asian	09-Jul-2013	Thailand	Homo sapiens	genomic RNA			Zika virus		
KY927808	10272.0	108.0	10379.0	Asian	Sep-2016	China	Homo sapiens	genomic RNA	ZZ-1		Zika virus	Henan	
KX013000	10272.0	108.0	10379.0	Asian	17-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KU997667	10272.0	108.0	10379.0	Asian	16-Feb-2016	China	Homo sapiens	genomic RNA			Zika virus		
KX806557	10272.0	108.0	10379.0	Asian	Feb-2016	Australia	Homo sapiens	genomic RNA			Zika virus		
